Time,Date,Id,P,Q,cos,f,P_peak,Q_peak
10:45:00 AM,01 Tháng Bảy 2020,1,12.359,11.298,0.522,50,33.144,13.821
10:45:02 AM,01 Tháng Bảy 2020,1,14.044,10.927,0.562,50,33.144,13.821
10:45:04 AM,01 Tháng Bảy 2020,1,15.729,11.213,0.584,50,33.144,13.821
10:45:06 AM,01 Tháng Bảy 2020,1,17.415,9.528,0.646,50,33.144,13.821
10:45:08 AM,01 Tháng Bảy 2020,1,19.1,8.499,0.692,50,33.144,13.821
10:45:10 AM,01 Tháng Bảy 2020,1,24.718,6.167,0.8,50,33.144,13.821
10:45:12 AM,01 Tháng Bảy 2020,1,26.403,5.139,0.837,50,33.144,13.821
10:45:14 AM,01 Tháng Bảy 2020,1,29.212,3.645,0.889,50,33.144,13.821
10:45:16 AM,01 Tháng Bảy 2020,1,30.335,3.178,0.905,50,33.144,13.821
10:45:19 AM,01 Tháng Bảy 2020,1,32.582,1.588,0.954,50,33.144,13.821
10:45:21 AM,01 Tháng Bảy 2020,1,30.897,2.617,0.922,50,33.144,13.821
10:45:23 AM,01 Tháng Bảy 2020,1,28.088,4.768,0.855,50,33.144,13.821
10:45:25 AM,01 Tháng Bảy 2020,1,25.841,5.701,0.819,50,33.144,13.821
10:45:27 AM,01 Tháng Bảy 2020,1,23.594,6.634,0.781,50,33.144,13.821
10:45:29 AM,01 Tháng Bảy 2020,1,18.538,9.718,0.656,50,33.144,13.821
10:45:31 AM,01 Tháng Bảy 2020,1,14.044,11.584,0.548,50,33.144,13.821
10:45:33 AM,01 Tháng Bảy 2020,1,8.427,13.259,0.389,50,33.144,13.821
10:45:35 AM,01 Tháng Bảy 2020,1,6.179,12.877,0.324,50,33.144,13.821
10:45:37 AM,01 Tháng Bảy 2020,1,3.932,11.839,0.249,50,33.144,13.821
10:45:39 AM,01 Tháng Bảy 2020,1,8.988,12.697,0.414,50,33.144,13.821
10:45:41 AM,01 Tháng Bảy 2020,1,12.921,10.736,0.546,50,33.144,13.821
10:45:43 AM,01 Tháng Bảy 2020,1,16.291,10.651,0.605,50,33.144,13.821
10:45:45 AM,01 Tháng Bảy 2020,1,21.347,8.224,0.722,50,33.144,13.821
10:45:47 AM,01 Tháng Bảy 2020,1,25.28,5.606,0.818,50,33.144,13.821
10:45:49 AM,01 Tháng Bảy 2020,1,26.403,5.139,0.837,50,33.144,13.821
10:45:51 AM,01 Tháng Bảy 2020,1,28.088,4.111,0.872,50,33.144,13.821
